BGPG_1_c0_g1	AT2G03760.1
BGPG_23909_c2_g4	AT3G24870.4
BGPG_23910_c1_g1	AT3G13460.2
BGPG_23910_c3_g2	AT3G07400.1
BGPG_23911_c0_g2	AT2G35630.2
BGPG_23912_c0_g3	AT5G42950.1
BGPG_23912_c0_g6	AT5G42950.1
BGPG_23914_c1_g1	AT3G49950.1
BGPG_23914_c3_g1	AT3G62900.3
BGPG_23914_c3_g2	AT5G19160.1
BGPG_23914_c3_g6	AT3G62900.3
BGPG_23915_c0_g1	AT3G46450.2
BGPG_23915_c1_g4	AT1G29750.3
BGPG_23916_c2_g1	AT5G01270.2
BGPG_23917_c2_g1	AT2G45520.1
BGPG_23917_c2_g2	AT2G45520.1
BGPG_23917_c4_g1	AT2G31510.2
BGPG_23917_c5_g1	AT4G34020.1
BGPG_23917_c5_g2	AT4G33250.1
BGPG_23917_c6_g1	AT5G04480.1
BGPG_23918_c2_g2	AT1G52290.1
BGPG_23919_c2_g1	AT3G55080.2
BGPG_23920_c0_g1	AT2G34660.3
BGPG_23920_c0_g2	AT1G08000.2
BGPG_23920_c0_g3	AT1G08010.3
BGPG_23920_c0_g5	AT1G30410.6
BGPG_23920_c0_g7	AT3G54810.2
BGPG_23921_c0_g1	AT5G61390.1
BGPG_23921_c0_g2	AT5G61390.1
BGPG_23921_c1_g1	AT1G31480.1
BGPG_23922_c0_g1	AT2G37410.2
BGPG_23922_c2_g2	AT1G80980.2
BGPG_23922_c3_g1	AT1G78950.2
BGPG_23924_c0_g2	AT1G64940.1
BGPG_23925_c1_g1	AT2G32810.1
BGPG_23925_c2_g2	AT4G36360.1
BGPG_23925_c2_g4	AT4G36360.2
BGPG_23926_c1_g3	AT4G26570.1
BGPG_23926_c2_g2	AT1G14650.3
BGPG_23927_c1_g2	AT2G45630.2
BGPG_23927_c4_g1	AT4G33010.1
BGPG_23927_c5_g1	AT4G00026.1
BGPG_23927_c6_g1	AT3G01120.1
BGPG_23927_c6_g2	AT3G01120.1
BGPG_23928_c0_g2	AT3G28030.3
BGPG_23929_c2_g2	AT3G17860.1
BGPG_23929_c3_g1	AT4G17616.1
BGPG_23929_c4_g1	AT3G12570.4
BGPG_23930_c10_g7	AT5G35170.2
BGPG_23930_c5_g1	AT2G42620.1
BGPG_23930_c5_g2	AT2G42620.1
BGPG_23930_c8_g1	AT5G14250.1
BGPG_23930_c9_g8	AT5G35170.2
BGPG_23931_c0_g1	AT4G34135.1
BGPG_23933_c0_g1	AT5G54530.1
BGPG_23933_c1_g2	AT1G29720.1
BGPG_23933_c2_g1	AT5G24080.3
BGPG_23933_c2_g2	AT5G24080.2
BGPG_23934_c1_g1	AT1G31660.1
BGPG_23935_c3_g2	AT5G11960.1
BGPG_23935_c4_g2	AT1G13580.1
BGPG_23935_c5_g1	AT2G17030.1
BGPG_23936_c1_g1	AT3G48830.1
BGPG_23937_c1_g1	AT5G41315.3
BGPG_23937_c1_g2	AT2G48060.3
BGPG_23938_c0_g2	AT1G58190.2
BGPG_23938_c0_g4	AT1G58190.2
BGPG_23938_c0_g7	AT1G58190.2
BGPG_23939_c0_g3	AT1G53720.1
BGPG_23939_c1_g1	AT5G44740.2
BGPG_23939_c1_g2	AT5G44740.3
BGPG_23940_c2_g1	AT4G10265.1
BGPG_23940_c2_g5	AT2G20900.3
BGPG_23940_c2_g6	AT4G10270.1
BGPG_23940_c2_g7	AT2G20890.1
BGPG_23941_c4_g2	AT5G06100.1
BGPG_23941_c5_g1	AT2G07680.5
BGPG_23942_c1_g1	AT5G13750.4
BGPG_23943_c0_g1	AT1G67140.3
BGPG_23944_c0_g2	AT4G29540.2
BGPG_23946_c1_g1	AT3G49430.7
BGPG_23947_c0_g3	AT4G17620.3
BGPG_23948_c0_g10	AT1G29720.1
BGPG_23948_c0_g11	AT1G29720.1
BGPG_23948_c0_g3	AT1G53440.1
BGPG_23948_c0_g6	AT1G29720.1
BGPG_23948_c1_g1	AT3G14840.2
BGPG_23949_c1_g2	AT1G08620.4
BGPG_23949_c2_g1	AT3G13670.1
BGPG_23950_c1_g2	ATCG00270.1
BGPG_23951_c0_g2	AT1G26370.1
BGPG_23952_c2_g3	AT4G32160.1
BGPG_23952_c3_g1	AT3G15920.1
BGPG_23952_c4_g2	AT3G29010.6
BGPG_23952_c4_g3	AT3G29010.4
BGPG_23952_c5_g3	AT4G32160.1
BGPG_23952_c6_g5	AT3G62770.3
BGPG_23953_c0_g4	AT1G03060.2
BGPG_23953_c0_g5	AT1G03060.3
BGPG_23954_c4_g11	AT1G74190.1
BGPG_23954_c4_g12	AT1G74180.1
BGPG_23954_c4_g7	AT1G74190.1
BGPG_23955_c0_g2	AT1G16710.8
BGPG_23955_c0_g3	AT1G16710.9
BGPG_23956_c0_g1	AT1G61120.1
BGPG_23956_c0_g3	AT1G61120.1
BGPG_23957_c1_g4	AT4G11670.4
BGPG_23957_c1_g6	AT4G34140.2
BGPG_23958_c0_g1	AT3G01860.1
BGPG_23958_c1_g1	AT4G10250.1
BGPG_23958_c2_g2	AT5G09270.2
BGPG_23958_c2_g3	AT3G03090.1
BGPG_23959_c0_g1	AT5G01660.3
BGPG_23959_c1_g1	AT3G08800.1
BGPG_23961_c1_g2	AT4G21770.1
BGPG_23961_c1_g5	AT4G04880.2
BGPG_23962_c0_g1	AT4G12910.1
BGPG_23962_c1_g2	AT3G51550.1
BGPG_23963_c1_g1	AT3G10980.1
BGPG_23964_c0_g2	AT3G09670.2
BGPG_23964_c0_g3	AT5G02950.2
BGPG_23965_c0_g2	AT2G17970.1
BGPG_23965_c0_g4	AT1G19940.2
BGPG_23966_c1_g1	AT3G10360.1
BGPG_23966_c1_g2	AT3G10360.1
BGPG_23966_c3_g3	AT5G45190.3
BGPG_23966_c3_g4	AT5G45190.3
BGPG_23966_c3_g5	AT5G45190.3
BGPG_23967_c1_g1	AT1G65580.2
BGPG_23967_c2_g3	AT2G39300.3
BGPG_23967_c2_g5	AT3G55060.2
BGPG_23968_c1_g1	AT5G56850.3
BGPG_23968_c2_g1	AT4G11170.1
BGPG_23968_c2_g4	AT1G51590.2
BGPG_23969_c2_g2	AT5G53440.2
BGPG_23969_c3_g1	AT4G03080.1
BGPG_23970_c4_g6	AT2G34160.1
BGPG_23970_c5_g2	AT1G79830.5
BGPG_23971_c1_g1	AT3G62300.1
BGPG_23971_c1_g2	AT2G47210.3
BGPG_23971_c1_g4	AT3G24750.1
BGPG_23972_c3_g1	AT4G13250.1
BGPG_23972_c3_g2	AT4G13250.2
BGPG_23972_c4_g1	AT4G13250.1
BGPG_23972_c5_g4	AT2G24960.1
BGPG_23972_c5_g5	AT1G72770.4
BGPG_23973_c1_g4	AT3G50120.1
BGPG_23973_c1_g5	AT2G36430.1
BGPG_23974_c0_g1	AT5G07000.1
BGPG_23975_c1_g1	AT1G52540.2
BGPG_23975_c2_g2	AT4G16340.2
BGPG_23975_c2_g3	AT4G16340.2
BGPG_23975_c3_g3	AT1G60070.1
BGPG_23976_c1_g1	AT2G20790.1
BGPG_23976_c2_g1	AT5G48410.1
BGPG_23976_c3_g1	AT1G03290.6
BGPG_23976_c3_g3	AT5G13480.3
BGPG_23976_c3_g5	AT4G02880.2
BGPG_23977_c0_g1	AT5G38280.1
BGPG_23978_c0_g3	AT5G40480.1
BGPG_23979_c1_g1	AT4G30790.1
BGPG_23979_c1_g4	AT4G30790.1
BGPG_23979_c1_g6	AT4G30790.1
BGPG_23979_c1_g7	AT4G30790.1
BGPG_23980_c1_g1	AT5G21105.1
BGPG_23980_c2_g1	AT4G23180.1
BGPG_23980_c2_g2	AT4G21770.1
BGPG_23981_c1_g3	AT3G56740.1
BGPG_23981_c1_g5	AT3G56740.1
BGPG_23981_c2_g2	AT3G11560.4
BGPG_23981_c3_g2	AT4G33670.1
BGPG_23981_c3_g7	AT2G14255.1
BGPG_23982_c1_g3	AT1G78780.5
BGPG_23982_c2_g1	AT4G38600.3
BGPG_23982_c2_g2	AT4G38600.3
BGPG_23982_c3_g1	AT2G22560.1
BGPG_23984_c0_g3	AT1G09010.1
BGPG_23985_c0_g1	AT1G69690.1
BGPG_23985_c1_g2	AT2G03870.2
BGPG_23985_c3_g1	AT4G18230.3
BGPG_23986_c1_g8	AT1G56145.2
BGPG_23986_c1_g9	AT1G70250.1
BGPG_23987_c2_g1	AT1G10830.2
BGPG_23987_c2_g4	AT1G60690.1
BGPG_23987_c2_g9	AT1G60690.1
BGPG_23988_c1_g1	AT5G51570.1
BGPG_23988_c3_g1	AT2G30110.1
BGPG_23988_c3_g2	AT2G30110.1
BGPG_23989_c1_g2	AT3G28580.1
BGPG_23989_c1_g7	AT5G40010.1
BGPG_2399_c1_g1	AT1G73370.3
BGPG_23990_c0_g3	AT1G36160.2
BGPG_23990_c1_g2	AT4G14615.1
BGPG_23991_c0_g1	AT3G20540.1
BGPG_23991_c0_g3	AT4G27060.1
BGPG_23992_c0_g2	AT3G16340.1
BGPG_23993_c2_g4	AT2G36390.1
BGPG_23994_c1_g4	AT5G60900.1
BGPG_23995_c2_g8	AT1G02840.1
BGPG_23995_c3_g3	AT3G15800.1
BGPG_23995_c3_g6	AT1G15340.1
BGPG_23996_c2_g1	AT4G12560.3
BGPG_23996_c3_g1	AT1G12000.1
BGPG_23996_c3_g2	AT1G12000.1
BGPG_23996_c4_g1	AT2G34730.1
BGPG_23996_c4_g2	AT2G34730.1
BGPG_23997_c1_g1	AT1G01940.1
BGPG_23997_c1_g2	AT3G14470.2
BGPG_23998_c0_g4	AT2G27880.1
BGPG_23999_c1_g1	AT1G67850.7
BGPG_23999_c1_g2	AT1G67850.4
BGPG_24_c0_g1	AT4G37650.1
BGPG_24000_c0_g1	AT3G46620.1
BGPG_24000_c2_g1	AT4G08500.1
BGPG_24000_c2_g2	AT4G08500.1
BGPG_24000_c4_g1	AT1G14710.2
BGPG_24000_c4_g2	AT1G14710.2
BGPG_24000_c5_g2	AT2G46020.6
BGPG_24001_c3_g1	AT1G69210.2
BGPG_24001_c6_g3	AT2G33835.1
BGPG_24002_c0_g1	AT5G65700.2
BGPG_24002_c2_g11	AT1G07390.2
BGPG_24002_c2_g12	AT1G07390.2
BGPG_24002_c2_g13	AT1G07390.5
BGPG_24002_c2_g14	AT1G07390.1
BGPG_24002_c2_g15	AT1G07390.5
BGPG_24002_c2_g3	AT1G74200.3
BGPG_24002_c2_g8	AT1G07390.5
BGPG_24003_c0_g1	AT5G27270.4
BGPG_24003_c0_g3	AT5G27270.5
BGPG_24003_c0_g4	AT5G27270.3
BGPG_24004_c0_g1	AT4G03230.8
BGPG_24004_c0_g2	AT4G03230.3
BGPG_24005_c1_g2	AT1G15530.1
BGPG_24005_c2_g1	AT3G62220.2
BGPG_24005_c2_g2	AT1G33980.2
BGPG_24005_c4_g1	AT4G22190.1
BGPG_24007_c2_g1	AT3G46970.1
BGPG_24008_c3_g4	AT3G49250.1
BGPG_24008_c3_g5	AT3G13330.1
BGPG_24008_c3_g6	AT3G13330.1
BGPG_24009_c1_g1	AT1G47710.1
BGPG_24009_c2_g3	AT5G49760.1
BGPG_24009_c2_g5	AT5G49760.1
BGPG_24009_c2_g6	AT5G49760.1
BGPG_24009_c2_g7	AT5G49760.1
BGPG_24010_c0_g1	AT1G63770.7
BGPG_24010_c0_g3	AT1G63770.3
BGPG_24010_c1_g1	AT5G15860.2
BGPG_24011_c0_g1	AT4G38830.1
BGPG_24011_c0_g5	AT4G21410.2
BGPG_24011_c0_g6	AT4G23180.3
BGPG_24011_c0_g7	AT4G23160.3
BGPG_24011_c1_g2	AT4G23180.1
BGPG_24012_c0_g2	AT2G37710.1
BGPG_24013_c2_g1	AT4G32551.2
BGPG_24014_c0_g2	AT1G55860.1
BGPG_24014_c0_g4	AT1G55860.1
BGPG_24015_c3_g2	AT3G62770.3
BGPG_24016_c2_g5	AT5G17260.1
BGPG_24017_c1_g1	AT4G27940.1
BGPG_24017_c2_g2	AT3G14470.2
BGPG_24018_c6_g2	AT4G36930.1
BGPG_24018_c7_g3	AT5G13490.2
BGPG_24018_c7_g4	AT4G28080.1
BGPG_24018_c7_g6	AT5G13490.2
BGPG_24019_c2_g1	AT1G65070.4
BGPG_24019_c3_g1	AT5G53460.3
BGPG_24020_c1_g1	AT3G13300.2
BGPG_24020_c2_g1	AT3G13290.1
BGPG_24021_c3_g1	AT5G60900.1
BGPG_24022_c4_g1	AT3G14460.1
BGPG_24022_c5_g2	AT3G14470.2
BGPG_24022_c5_g3	AT3G14460.1
BGPG_24022_c5_g5	AT3G14460.1
BGPG_24022_c5_g8	AT3G14460.1
BGPG_24022_c5_g9	AT3G14460.1
BGPG_24023_c1_g2	AT5G14520.1
BGPG_24023_c2_g1	AT5G14520.1
BGPG_24023_c2_g2	AT5G14520.1
BGPG_24024_c0_g1	AT3G16000.1
BGPG_24024_c2_g3	AT1G08620.4
BGPG_24024_c2_g7	AT1G08620.3
BGPG_24025_c3_g6	AT5G48120.3
BGPG_24027_c2_g1	AT3G05660.1
BGPG_24027_c2_g3	AT3G05660.1
BGPG_24028_c1_g3	AT3G50430.1
BGPG_24029_c2_g1	AT1G11950.2
BGPG_24029_c2_g2	AT1G62310.1
BGPG_24029_c5_g2	AT2G29890.2
BGPG_24030_c7_g1	AT1G15340.2
BGPG_24031_c1_g1	AT3G11130.1
BGPG_24031_c2_g1	AT3G11130.1
BGPG_24031_c2_g5	AT3G08530.1
BGPG_24031_c3_g1	AT3G08530.1
BGPG_24032_c0_g3	AT1G12220.2
BGPG_24033_c1_g15	AT1G08845.3
BGPG_24033_c1_g6	AT1G08845.3
BGPG_24034_c3_g1	AT5G65820.1
BGPG_24034_c4_g1	AT3G43300.3
BGPG_24034_c4_g2	AT3G43300.2
BGPG_24034_c4_g3	AT3G43300.2
BGPG_24035_c0_g1	AT5G26030.2
BGPG_24035_c1_g1	AT3G57710.1
BGPG_24037_c4_g4	AT5G11310.1
BGPG_24038_c1_g1	AT5G55390.3
BGPG_24039_c5_g2	AT5G17680.1
BGPG_24039_c5_g3	AT4G12010.1
BGPG_24039_c5_g4	AT5G17680.2
BGPG_24039_c5_g5	AT5G17680.2
BGPG_24039_c5_g6	AT4G12010.1
BGPG_24040_c2_g4	AT3G01460.1
BGPG_24041_c1_g1	AT3G48050.2
BGPG_24041_c2_g1	AT3G48050.2
BGPG_24041_c2_g2	AT3G48060.3
BGPG_24041_c3_g2	AT3G48050.2
BGPG_24041_c3_g3	AT3G48050.2
BGPG_24041_c3_g4	AT3G48050.2
BGPG_24042_c0_g2	AT2G39770.3
BGPG_24042_c2_g1	AT2G39770.3
BGPG_24042_c3_g1	AT1G69340.2
BGPG_24042_c3_g3	AT1G69340.2
BGPG_24043_c1_g2	AT2G26340.1
BGPG_24043_c2_g2	AT3G48425.1
BGPG_24043_c3_g10	AT4G18880.1
BGPG_24043_c3_g11	AT4G18880.1
BGPG_24043_c3_g7	AT4G18880.1
BGPG_24044_c1_g6	AT1G05840.1
BGPG_24044_c1_g8	AT1G05840.1
BGPG_24045_c6_g6	AT1G01020.5
BGPG_24046_c3_g5	AT2G43360.1
BGPG_24047_c1_g1	AT5G36930.3
BGPG_24049_c1_g1	AT3G03630.1
BGPG_24049_c2_g4	AT4G06599.1
BGPG_24049_c3_g1	AT4G36870.4
BGPG_24050_c4_g5	AT3G14470.2
BGPG_24050_c4_g6	AT3G14470.2
BGPG_24050_c4_g8	AT3G14460.1
BGPG_24051_c1_g1	AT1G35710.1
BGPG_24051_c1_g4	AT4G08850.1
BGPG_24051_c1_g5	AT1G35710.1
BGPG_24051_c1_g7	AT4G08850.1
BGPG_24051_c2_g1	AT4G08850.1
BGPG_24052_c3_g12	AT1G12775.1
BGPG_24052_c3_g5	AT1G62930.1
BGPG_24052_c3_g6	AT1G62590.2
BGPG_24054_c2_g5	AT1G74190.1
BGPG_24054_c2_g6	AT5G49290.8
BGPG_24054_c3_g5	AT3G15200.1
BGPG_24055_c2_g1	AT3G45140.1
BGPG_24055_c3_g3	AT3G13050.4
BGPG_24056_c0_g2	AT3G49410.4
BGPG_24056_c0_g4	AT2G43980.1
BGPG_24056_c0_g6	AT2G43980.1
BGPG_24056_c1_g2	AT4G24280.1
BGPG_24057_c1_g1	AT1G27170.1
BGPG_24057_c2_g2	AT1G27180.7
BGPG_24057_c2_g5	AT1G27180.7
BGPG_24057_c2_g7	AT1G27170.2
BGPG_24060_c5_g2	AT1G56140.1
BGPG_24060_c5_g5	AT1G56145.2
BGPG_24063_c5_g1	AT3G53760.1
BGPG_24063_c6_g5	AT4G14210.3
BGPG_24063_c6_g7	AT4G20070.1
BGPG_24064_c2_g5	AT1G12700.3
BGPG_24065_c10_g2	AT1G07390.2
BGPG_24065_c11_g1	AT1G07390.3
BGPG_24065_c13_g1	AT5G49290.3
BGPG_24065_c9_g1	AT1G74180.1
BGPG_24066_c1_g1	AT5G65560.3
BGPG_24067_c0_g1	AT1G06840.1
BGPG_24067_c1_g1	AT1G06840.1
BGPG_24067_c1_g13	AT1G06840.1
BGPG_24067_c1_g5	AT1G06840.1
BGPG_24067_c1_g7	AT1G06840.1
BGPG_24068_c5_g1	AT4G26090.1
BGPG_24068_c6_g2	AT1G12280.1
BGPG_24068_c6_g4	AT4G27190.1
BGPG_24069_c1_g3	AT1G31540.2
BGPG_24069_c1_g4	AT1G59218.3
BGPG_2407_c0_g1	AT5G43330.1
BGPG_2407_c0_g2	AT5G43330.1
BGPG_24071_c3_g1	AT5G40382.2
BGPG_24071_c5_g3	AT4G10780.2
BGPG_24071_c6_g4	AT1G61190.3
BGPG_24072_c15_g3	AT3G14470.2
BGPG_24072_c15_g5	AT3G14460.1
BGPG_24072_c15_g6	AT5G43470.4
BGPG_24072_c15_g8	AT3G14470.2
BGPG_24073_c2_g1	AT3G14470.2
BGPG_24073_c2_g5	AT3G14460.1
BGPG_24073_c2_g8	AT3G14460.1
BGPG_24073_c3_g1	AT3G14470.2
BGPG_24073_c3_g11	AT3G14470.2
BGPG_24073_c3_g12	AT3G14470.2
BGPG_24073_c3_g4	AT3G14470.2
BGPG_24073_c3_g6	AT3G14470.2
BGPG_24073_c3_g7	AT3G14470.2
BGPG_24073_c4_g3	AT3G14460.1
BGPG_24073_c4_g4	AT3G14470.2
BGPG_24073_c4_g5	AT3G14470.2
BGPG_24073_c4_g6	AT3G14470.2
BGPG_24073_c4_g9	AT1G69550.1
BGPG_24074_c12_g2	AT5G17680.1
BGPG_24074_c12_g6	AT5G17680.2
BGPG_24076_c20_g3	AT1G74190.1
BGPG_24076_c20_g5	AT1G74190.1
BGPG_24076_c21_g1	AT1G74170.2
BGPG_24076_c21_g5	AT3G49670.1
BGPG_24076_c21_g6	AT1G74170.2
BGPG_24076_c22_g4	AT5G49290.9
BGPG_24077_c12_g2	AT1G16080.1
BGPG_24078_c22_g3	AT4G27220.2
BGPG_24078_c22_g4	AT4G27220.1
BGPG_24078_c23_g2	AT4G27220.1
BGPG_24084_c0_g1	AT5G64700.1
BGPG_2409_c0_g1	AT2G27920.1
BGPG_24096_c0_g1	AT5G65110.1
BGPG_2410_c0_g1	AT5G03990.1
BGPG_24102_c0_g1	AT4G08950.1
BGPG_24103_c0_g1	AT3G44940.1
BGPG_24117_c0_g1	AT5G16570.1
BGPG_2413_c0_g2	AT3G27960.3
BGPG_24130_c0_g1	AT1G53540.1
BGPG_24135_c0_g1	AT5G59080.2
BGPG_24138_c0_g1	AT5G08560.3
BGPG_24154_c0_g1	AT2G16120.1
BGPG_24157_c0_g1	AT1G65730.1
BGPG_24161_c0_g1	AT1G61870.1
BGPG_24165_c0_g1	AT1G49010.1
BGPG_24166_c0_g1	AT3G04720.1
BGPG_24179_c0_g1	AT5G59070.1
BGPG_24189_c0_g1	AT4G37630.1
BGPG_24193_c0_g1	AT3G49310.1
BGPG_242_c0_g1	AT5G53120.5
BGPG_24201_c0_g1	AT2G39380.1
BGPG_24205_c0_g1	AT4G16260.1
BGPG_24206_c0_g1	AT2G26440.1
BGPG_24207_c0_g1	AT1G34210.2
BGPG_2421_c0_g2	AT5G14180.2
BGPG_24211_c0_g1	AT5G67360.1
BGPG_24216_c0_g1	AT1G08470.1
BGPG_24221_c0_g1	AT5G43650.1
BGPG_24222_c0_g1	AT1G49570.1
BGPG_24231_c0_g1	AT4G37070.2
BGPG_2424_c0_g1	AT4G27500.2
BGPG_24247_c0_g1	AT1G23450.1
BGPG_24254_c0_g1	AT5G09810.1
BGPG_24257_c0_g1	AT1G69440.1
BGPG_24273_c0_g1	AT3G26040.1
BGPG_24296_c0_g1	AT3G10080.1
BGPG_243_c0_g1	AT2G47330.1
BGPG_24302_c0_g1	AT1G56600.1
BGPG_24303_c0_g1	AT3G47570.1
BGPG_24305_c0_g1	AT3G15730.1
BGPG_24313_c0_g1	AT5G65170.2
BGPG_24314_c0_g1	AT3G01470.1
BGPG_24321_c0_g1	AT2G26700.1
BGPG_24325_c0_g1	AT5G06530.4
BGPG_24326_c0_g1	AT1G73430.2
BGPG_2433_c0_g1	AT1G13360.1
BGPG_24338_c0_g1	AT3G19184.2
BGPG_24356_c0_g1	AT5G20920.2
BGPG_24360_c0_g1	AT5G25260.1
BGPG_24370_c0_g1	AT3G19050.1
BGPG_24375_c0_g1	AT1G73590.1
BGPG_24383_c0_g1	AT4G10840.2
BGPG_24392_c0_g1	AT3G23890.2
BGPG_24400_c0_g1	AT1G60140.6
BGPG_24401_c0_g1	AT4G28000.1
BGPG_24406_c0_g1	AT1G69120.3
BGPG_24408_c0_g1	AT1G49030.1
BGPG_24427_c0_g1	AT4G27460.1
BGPG_24434_c0_g1	AT5G66140.1
BGPG_24464_c0_g1	AT5G20410.1
BGPG_24464_c0_g2	AT5G20410.1
BGPG_24471_c0_g1	AT5G13120.1
BGPG_24480_c0_g1	AT5G16030.4
BGPG_2449_c0_g1	AT4G23850.1
BGPG_24508_c0_g1	AT3G06670.2
BGPG_24509_c0_g1	AT1G80010.1
BGPG_24514_c0_g1	AT2G31500.1
BGPG_24518_c0_g1	AT3G20600.1
BGPG_24523_c0_g1	AT3G18070.7
BGPG_24527_c0_g1	AT3G45850.2
BGPG_24533_c0_g1	AT3G14620.1
BGPG_24550_c0_g1	AT5G13170.1
BGPG_24552_c1_g1	AT3G15550.1
BGPG_24557_c0_g1	AT3G57880.4
BGPG_24561_c0_g1	AT2G32030.1
BGPG_24587_c0_g1	AT5G61380.1
BGPG_246_c0_g2	AT3G55980.1
BGPG_24606_c0_g1	ATMG00940.1
BGPG_24609_c0_g1	AT2G01300.1
BGPG_24611_c0_g1	AT1G21200.2
BGPG_24612_c0_g1	AT1G02520.3
BGPG_24614_c0_g1	AT3G18690.1
BGPG_24624_c0_g1	AT2G44578.1
BGPG_24633_c0_g1	AT5G38300.1
BGPG_24643_c0_g1	AT3G61250.1
BGPG_24649_c0_g1	AT4G18880.1
BGPG_24651_c0_g1	AT3G42725.1
BGPG_24661_c0_g1	AT1G05010.1
BGPG_24667_c0_g1	AT1G24400.1
BGPG_2468_c0_g1	AT4G29910.1
BGPG_24685_c0_g1	AT1G35560.1
BGPG_24686_c0_g1	AT1G71960.1
BGPG_24698_c0_g1	AT3G07310.2
BGPG_24701_c0_g1	AT5G47030.1
BGPG_24702_c0_g1	AT1G04540.1
BGPG_24723_c0_g1	AT4G16580.1
BGPG_24734_c0_g1	AT1G11610.1
BGPG_24737_c0_g1	AT2G02760.4
BGPG_24738_c0_g1	AT1G64640.1
BGPG_24742_c0_g1	AT5G08690.1
BGPG_24744_c0_g1	AT2G24370.1
BGPG_24769_c0_g1	AT1G51990.2
BGPG_2477_c0_g1	AT2G28380.1
BGPG_24775_c0_g1	AT4G27290.2
BGPG_24802_c0_g1	AT2G38370.2
BGPG_24808_c0_g1	AT2G41475.1
BGPG_24821_c0_g3	AT5G54570.1
BGPG_24824_c0_g1	AT3G47950.2
BGPG_24825_c0_g1	AT3G52580.1
BGPG_24839_c0_g1	AT1G20060.7
BGPG_24842_c0_g1	AT4G21440.1
BGPG_24849_c0_g1	AT5G04370.1
BGPG_24866_c0_g1	AT1G52570.3
BGPG_24886_c0_g1	AT2G35730.1
BGPG_24895_c0_g1	AT2G30630.3
BGPG_24900_c0_g1	AT5G50010.1
BGPG_24905_c0_g1	AT2G41970.2
BGPG_24909_c0_g1	AT5G12180.1
BGPG_24910_c0_g1	AT2G14095.1
BGPG_24926_c0_g1	AT5G15310.4
BGPG_2493_c0_g1	AT4G14310.2
BGPG_2493_c0_g2	AT4G14310.2
BGPG_24948_c0_g1	AT4G14320.1
BGPG_24957_c0_g1	AT2G37040.1
BGPG_24967_c0_g1	AT3G52750.3
BGPG_24969_c0_g1	AT1G49620.1
BGPG_24971_c0_g1	AT1G08200.1
BGPG_24983_c0_g2	AT5G03490.1
BGPG_24986_c0_g1	AT4G37790.1
BGPG_24993_c0_g1	AT5G65280.1
BGPG_24995_c0_g1	AT5G15300.1
BGPG_24997_c0_g1	AT3G58750.1
BGPG_24998_c0_g1	AT5G14680.1
BGPG_25008_c0_g1	AT5G62420.1
BGPG_25030_c0_g1	AT5G15020.2
BGPG_25045_c0_g1	AT5G08290.1
BGPG_25046_c0_g1	AT1G12030.1
BGPG_25048_c0_g1	AT5G48930.1
BGPG_2507_c0_g1	AT5G65640.2
BGPG_25073_c0_g1	AT1G62660.1
BGPG_25076_c0_g1	AT1G19780.2
BGPG_25078_c0_g2	AT1G52150.3
BGPG_25081_c0_g1	AT5G13080.1
BGPG_25083_c0_g1	AT1G13340.1
BGPG_25090_c0_g1	AT3G24620.1
BGPG_25101_c0_g1	AT3G63380.1
BGPG_25109_c0_g1	AT1G04220.1
BGPG_25112_c0_g1	AT5G09650.1
BGPG_25140_c0_g1	ATCG01280.1
BGPG_25141_c0_g1	AT1G26820.1
BGPG_25146_c0_g1	AT1G11655.1
BGPG_25170_c0_g1	AT3G52590.1
BGPG_25176_c0_g1	AT2G21540.6
BGPG_2518_c0_g3	AT5G47390.1
BGPG_25182_c0_g2	AT2G17550.2
BGPG_252_c0_g1	AT4G31570.2
BGPG_25201_c0_g1	AT2G46870.1
BGPG_25205_c0_g1	AT5G12330.4
BGPG_25208_c0_g1	AT1G24050.1
BGPG_25247_c0_g1	AT3G11730.1
BGPG_2525_c0_g1	AT5G25900.1
BGPG_2525_c0_g2	AT5G25900.1
BGPG_25251_c0_g1	AT1G76690.1
BGPG_2526_c0_g1	AT5G51670.2
BGPG_25261_c0_g1	AT2G38080.1
BGPG_25263_c0_g1	AT2G24610.1
BGPG_25272_c0_g1	AT1G32900.1
BGPG_2528_c0_g1	AT5G19780.1
BGPG_25288_c0_g1	AT1G21550.1
BGPG_25289_c0_g1	AT5G08290.1
BGPG_25291_c0_g1	AT2G38470.1
BGPG_25298_c0_g1	AT2G32010.4
BGPG_25299_c0_g1	AT1G10210.3
BGPG_25303_c0_g1	AT3G25530.3
BGPG_25305_c0_g1	AT4G24740.4
BGPG_25317_c0_g1	AT5G12340.2
BGPG_25321_c0_g1	AT1G10340.1
BGPG_25330_c0_g1	AT4G35000.1
BGPG_25353_c0_g1	AT1G06620.1
BGPG_25359_c0_g1	AT2G28320.1
BGPG_25362_c0_g1	AT1G49230.1
BGPG_25370_c0_g1	AT4G31940.1
BGPG_25371_c0_g1	AT5G60920.2
BGPG_25376_c0_g1	AT3G30530.1
BGPG_25389_c0_g1	AT5G27760.1
BGPG_25405_c0_g2	AT4G17520.1
BGPG_25416_c0_g1	AT3G17650.2
BGPG_25422_c0_g1	AT5G54160.1
BGPG_25424_c0_g2	AT3G47730.1
BGPG_2544_c0_g1	AT3G06270.1
BGPG_25468_c0_g1	AT3G57650.1
BGPG_2547_c0_g1	AT3G55800.1
BGPG_25477_c0_g1	AT1G04360.1
